content,final_text,score
mantap,mantap,5
bodoh ml gk ada di aplikasi hp gua knp ya,bodoh mobile legends tidak ada di aplikasi hp gua knp ya,1
mantap,mantap,5
sangat menyenangkan,sangat senang,5
"Andai bupblik nya gk bego, pasti gua setia ama ni game:(",andai bupblik nya tidak bego pasti gua setia ama ni game,4
"padahal gw suka sama gamenya, tpi caranya ga gitu juga moonton, masa lu masuk akun orang tanpa ijin, tuh temen gw yg tau gw pensi aja sampe salah paham.. gak pernah sekecewa ini",padahal saya suka sama gamenya tpi cara tidak gitu juga moonton masa kamu masuk akun orang tanpa ijin itu temen saya yg tau saya pensi saja sampe salah paham tidak pernah kecewa ini,2
keren kapan-kapan Jan kasih tim drak lagi ya karena gw aja yang ngedrak :V,keren kapankapan jan beri tim drak lagi ya karena saya saja yang ngedrak v,5
Ml game yang sangat bagus tapi sangat bikin orang geram musuh di kasih yang pro lah gw dark system males gw main ml jadinya,mobile legends game yang sangat bagus tapi sangat bikin orang geram lawan di beri yang pro saya dark system males saya main mobile legends jadi,1
nice,nice,5
ngasi tim yg bener la,ngasi tim yg bener la,1
lu ya untuk apa main game kalau main diluar bisa main game bikin sakit hati tapi kalau main sama temen lebih enak kata kata ku untuk monton lebih baik jangan menyakiti daripada di sakiti orang gak mau lagi main game burik ini jadi kasih aku menang pas udah di lobby langsung terkeluar jaringan ku bagus aku pakai wifi jadi yang terkeluar itu jadi lu gak mau kasih aku menang iya jangan gitu lah monton gw nabrak legend padahal aku epik kok bisa tabrak legend di akun 1 epik akun2 epik gak di naikin,kamu ya untuk apa main game kalau main luar bisa main game bikin sakit hati tapi kalau main sama temen lebih enak kata kata ku untuk moonton lebih baik jangan sakit daripada di sakit orang tidak mau lagi main game burik ini jadi beri saya menang pas sudah di lobby langsung keluar jaring ku bagus saya pakai wifi jadi yang keluar itu jadi kamu tidak mau beri saya menang iya jangan gitu moonton saya nabrak legenda padahal saya epik bisa tabrak legenda di akun epik akun epik tidak di naikin,1
"Halo, saya sudah bermain lama sekali. TOLONG DIBACA! Saya sudah mah lose streak, dapat bintang 1 saja susah. MALAH DIKASIH COBAAN BUG RANK, ngga naik tuh bintang. Kepala saya sakit sekali mas/mba, tangan juga udah tremor mainnya, udah gitu timnya 'sengklek'. Hasil pertandingan ngga ada, tapi replay ada. Saya harus bagaimana? Anda bisa ngga ganti bintang yang hilang itu?",halo saya sudah main lama sekali tolong baca saya sudah mah lose streak dapat bintang saja susah malah kasih coba salah peringkat tidak naik itu bintang kepala saya sakit sekali masmba tangan juga sudah tremor main sudah gitu tim sengklek hasil tanding tidak ada tapi replay ada saya harus bagaimana anda bisa tidak ganti bintang yang hilang itu,2
mantab boss ku,mantab boss ku,5
saya main rang menang tapi ngak naik bintang aneh emang ml terus akun orang hoki aku saya tida,saya main rang menang tapi ngak naik bintang aneh emang mobile legends terus akun orang hoki saya saya tida,1
servernya lagi rusak ya? coba di cek mas montoon,servernya lagi rusak ya coba di cek mas montoon,3
karena gaem ini bagus banget 😊,karena gaem ini bagus banget,5
"mobile legends jangan pelit jadi orang, jaringan udahlah ngelag padahal jaringan tempat saya bagus, jadi tolong perbaiki sebelum saya marah besar",mobile legends jangan pelit jadi orang jaring udahlah ngelag padahal jaring tempat saya bagus jadi tolong baik belum saya marah besar,1
"moonton moonton, bikin org darah tinggi aja lu pea, gw dapet musuh bekas imo imo an, lah gw mentok di legend boblok",moonton moonton bikin org darah tinggi saja kamu pea saya dapet lawan bekas imo imo an saya mentok di legenda boblok,1
burikk banyak drak sistem monton iri renk kita naik kek nya ini:(,burikk banyak drak sistem moonton iri renk kita naik kek nya ini,1
game yang seru sekali,game yang seru sekali,5
"game ko***l, gak usah di download nying, game kikir, mending download hok daripada ni game yang dibuat kikirtoon 😡",game kol tidak usah di download nying game kikir mending download hok daripada ni game yang buat kikirtoon,1
moonton ganteng dehh gamenya baguss,moonton ganteng dehh gamenya baguss,5
bagus keren juga lah,bagus keren juga,5
custom jangan dikasih bot nya jungle juga lah,custom jangan kasih bot nya jungle juga,5
wow,wow,5
bagus game nya,bagus game nya,5
menguji kesabaran aku sebagai pemai saat ketemu dark sistem,uji sabar saya bagai mai saat ketemu dark sistem,5
ini bagus buat aku yg GK punya wifi ini cocok untuk saya dan juga bisa mode offline saya senang sekali main ini dan saya terima kasih dari moonton atas game ini semoga bermanfaat 😄🙏,ini bagus buat saya yg tidak punya wifi ini cocok untuk saya dan juga bisa mode offline saya senang sekali main ini dan saya terima beri dari moonton atas game ini moga manfaat,5
saya tidak ingin bermain ml dapat tim dark sistem musuhnya jago tim gua dark sistem tidak adil dari tadi main kalah terus apalagi pas gacha ridak dapat² tolong diperbaiki,saya tidak ingin main mobile legends dapat tim dark sistem musuh jago tim gua dark sistem tidak adil dari tadi main kalah terus apalagi pas gacha ridak dapat tolong baik,1
sangat enak dan menyenangkan,sangat enak dan senang,5
game ga guna. hari hari dapat dark sistem orang lain dapet rezeki lah gw dapet drak sistem anjenk anjenk,game tidak guna hari hari dapat dark sistem orang lain dapet rezeki saya dapet drak sistem anjenk anjenk,1
"Moonton lu ngasi tim yang benar lah menang 1× kalah 5× gara"" game ini bikin mental ku rusak",moonton kamu ngasi tim yang benar menang kalah gara game ini bikin mental ku rusak,1
"Game rusak game rusak, hero aja terus yang di update giliran server di diemin lolot lolot",game rusak game rusak pahlawan saja terus yang di baru gilir server di diemin lolot lolot,1
"game ini sebenarnya bagus, tapi bug wifi nya tolong diperbaiki dan segi keseimbangan match tolong diseimbangkan lagi",game ini benar bagus tapi salah wifi nya tolong baik dan segi imbang tanding tolong imbang lagi,4
game nya bagus,game nya bagus,5
Moontom tolong lah playernya jangan kasih yg beban sama tholol kalo main rank kalo masih gini2 aja males main MOBILE LEGENDS,moontom tolong playernya jangan beri yg beban sama tholol kalo main peringkat kalo masih gin saja males main mobile legends,1
"JARINGAN LU GAJELAS COK Jaringan gua bagus, pas main di game malah merah kuning terus kocak mana ngasih tim ga setara lagi, dikasi tim sekelas bot mulu",jaring kamu gajelas cok jaring gua bagus pas main di game malah merah kuning terus kocak mana beri tim tidak tara lagi kasi tim kelas bot mulu,1
sayang sering ngeleg,sayang sering ngeleg,5
banyak darksistem,banyak darksistem,1
bug Mulu si alan,salah mulu si alan,1
disaat sedih aku selalu bermain🥰,saat sedih saya selalu main,5
bagus,bagus,5
saya suka ml,saya suka mobile legends,5
cocok bnget buat gabut 👍 tapi tlong knpa balmond blm di revamp ya min,cocok bnget buat tidak sibuk tapi tlong knpa balmond belum di revamp ya admin,5
Monton tadi gua main tapi kok jeda di sasd gua mau di n sama musuh pliss monton perbaikin gamenya pliss😔😔😔,moonton tadi gua main tapi jeda di sasd gua mau di n sama lawan pliss moonton perbaikin gamenya pliss,5
Monton ok,moonton ok,5
bagus banget game nya,bagus banget game nya,5
tim beban malas aku main dapat tim beban,tim beban malas saya main dapat tim beban,3
selalu ketemu team beban kenapa sih harus team beban di kasih oii moonton,selalu ketemu team beban kenapa sih harus team beban di beri oii moonton,1
games ini sangat seru dan bisa offline ngak kaya ff Buri,games ini sangat seru dan bisa offline ngak kaya ff bur,5
ml paling hebat daripada FF 😆,mobile legends paling hebat daripada ff,5
banyak dark sistem kalo ngasih tim yg bener yg bner ngasih tim,banyak dark sistem kalo beri tim yg bener yg bner beri tim,1
Game nya bagus banget,game nya bagus banget,3
keren banget org sinyal lag malah dilaporin afk apalagi pas main team player new musuh player old,keren banget org sinyal lambat malah dilaporin keluar main apalagi pas main team player new lawan player old,2
sekolah ngaji les lalu main mobile legend,sekolah ngaji les lalu main mobile legenda,5
aneh match macking yang tidak imbang lawan nya,aneh tanding macking yang tidak imbang lawan nya,1
game ini sanga bagus!!,game ini sanga bagus,5
"tolong dong moonton, di server china kalau udah gendong banget tapi dapet bintang, giliran di ori server walaupun udah gendong pake banget tetep aja ga naik, malahan turun :(",tolong moonton di server china kalau sudah gendong banget tapi dapet bintang gilir di ori server walaupun sudah gendong pake banget tetep saja tidak naik malah turun,2
semoga semakin lebih baik,moga makin lebih baik,5
permainan gak jelas sinyal kadang kadang ilang sendiri,main tidak jelas sinyal kadang kadang ilang sendiri,1
jangan donlot pasti lostrek,jangan donlot pasti lostrek,1
gemenya si bagus tapi tolong lah jangan saya derksistem inget ya moonton,gemenya si bagus tapi tolong jangan saya derksistem inget ya moonton,5
bagus,bagus,5
game cacat,game cacat,1
permainannya seru,main seru,5
kurangi darksistemnya monton,kurang darksistemnya moonton,2
game haram,game haram,1
Saya senang bermain mlbb tapi saya tidak tahu memasang emot,saya senang main mobile legends tapi saya tidak tahu pasang emot,4
"woi monton yang ngotak klo kasih team, berat punggung",woi moonton yang ngotak klo beri team berat punggung,1
karna tim nya dark sistem maka itu saya tidak suka mohon kalo tim saya di buat jago jago kalo di kasih tim yang bener saya akan beri rating yang tinggi,karna tim nya dark sistem maka itu saya tidak suka mohon kalo tim saya di buat jago jago kalo di beri tim yang bener saya akan beri rating yang tinggi,1
Gem faforit saya,permata faforit saya,5
sangat bagus,sangat bagus,5
Makin di update makin parah crash nya.. sering laag padahal sinyal bagus.. ping hijau juga sering banget ng laagg.. MOONTON MAKIN SINI BUKAN SEMAKIN BAIK.. TAPI SEMAKIN PARAH.. PENGGUNA MOBILE LEGEND UDAH TAMBAH BANYAK TAPI MOONTON NYA. MAKIN BURUK.,makin di baru makin buruk crash nya sering laag padahal sinyal bagus ping hijau juga sering banget ng laagg moonton makin sini bukan makin baik tapi makin buruk guna mobile legenda sudah tambah banyak tapi moonton nya makin buruk,1
Moonton tolol,moonton bodoh,1
bagus,bagus,5
"Game ini sangat seruu, karna bisa main bareng temen dan ad berbagai hero dan skinya^^",game ini sangat seruu karna bisa main bareng temen dan ad bagai pahlawan dan ski,4
moton apalah masa onlen sekali oflen lawannya komputer bosolkk,moton apa masa onlen sekali oflen lawan komputer bosolkk,1
Aku suka game monton,saya suka game moonton,5
untuk game ini bagus tapi perbaikin sistem pertandingan seperti classic atau rank karena disitulah banyak orang protes karena tidak mendapatkan lawan dan team yg adil maka diperbaiki lagi moonton🙏,untuk game ini bagus tapi perbaikin sistem tanding seperti classic atau peringkat karena situ banyak orang protes karena tidak dapat lawan dan team yg adil maka baik lagi moonton,5
menghilangkan rasa kesepian,hilang rasa sepi,5
"Maaf nih moonton saya belum kaIh bintang 5 nya , untuk dari skin, efek nya, model nya, dll itu sdh bgus. Saya bakal kasih bintang 5 kalau Sistem match making nya diperbaiki, Tolong ya untuk sistem match making nya dibikin seimbang agar permainan bisa menjadi adil. kalau sistem match making anda perbaiki ada kemungkinan rating mlbb diplaystore bisa naik dan bisa mengalahkan game sebelah ,trimaksh.",maaf ini moonton saya belum kaih bintang nya untuk dari tampil efek nya model nya dll itu sdh bgus saya bakal beri bintang kalau sistem tanding making nya baik tolong ya untuk sistem tanding making nya bikin imbang agar main bisa jadi adil kalau sistem tanding making anda baik ada mungkin rating mobile legends diplaystore bisa naik dan bisa kalah game belah trimaksh,4
"GAME RUSAKK,SYSTEM SAMPAH GAPERNAH NGUNTUNGIN BUAT PLAYER SOLO!",game rusakksystem sampah gapernah nguntungin buat player solo,1
"eeeeeee asuuh giliran sudah enak main malah invalid, giliran di gas lagi malah ngasih dark sistem apalahhhh, dua jungle GK jelas, rebutan Lane apalahh, di elit,master, aja GK gitu, giliran, epic, legend, myticik kek apalahh pengen gua basmi lama"" asssjhjjhjj",eeeeeee asuuh gilir sudah enak main malah invalid gilir di gas lagi malah beri dark sistem apalahhhh dua jungle tidak jelas rebut lane apalahh di elitmaster saja tidak gitu gilir peringkat rendah legenda myticik kek apalahh ken gua basmi lama asssjhjjhjj,2
GEM INI SANGATLAH BAGUS 😍😍😍😍,permata ini sangat bagus,5
game stress bukan malah ngilangjn stress tapii tambah stress jelek banget nya pertahanan moontonn,game stress bukan malah ngilangjn stress tapi tambah stress jelek banget nya tahan moontonn,1
kerenn,kerenn,5
"moton tolong la bagi tim yg bagus la,selalu dapat tim yg gak jelas",moton tolong la bagi tim yg bagus laselalu dapat tim yg tidak jelas,1
"untuk developer sistem geme nya jangan di buat gitu lah""awal awal di buat seneng abis itu di turunin lagi apalah kan jadi stres gitu main 8jam cuma turun lagi""",untuk developer sistem geme nya jangan di buat gitu lahawal awal di buat neng abis itu di turunin lagi apa kan jadi stres gitu main jam cuma turun lagi,1
aku sih pas baru liat-liat hxh liat video ml colleb Ama hxh tapi telat jadi tolong muntun colleb Ama hxh lagi 🗿👊🏻,saya sih pas baru liatliat hxh liat video mobile legends colleb ama hxh tapi telat jadi tolong muntun colleb ama hxh lagi,4
sering banget ngelag padahal sinyal udah bagus,sering banget ngelag padahal sinyal sudah bagus,2
Singkat padat mantap👍👍👍👍👍⭐⭐⭐⭐⭐,singkat padat mantap,5
game yang sangat seru sering dikasih lose strekk. monoton,game yang sangat seru sering kasih lose strekk monoton,5
"Tolong perbaiki fitur report nya, itu terlalu hina untuk game sebesar ini.",tolong baik fitur report nya itu terlalu hina untuk game besar ini,3
game nya seru nihh emng the best,game nya seru nihh emng the baik,5
mantap gem nya cuman.. saya sukaaa,mantap permata nya cuman saya sukaaa,5
"permainan terkadang tidak seimbang, contohnya seperti saya mendapatkan tim yang bot sedangkan lawan sebaliknya.Tolong kalo ada solo player kasih lah tim yang seimbang dengan lawan, soalnya jika tidak seimbang itu akan memicu emosi atau meningkatkan emosi",main terkadang tidak imbang contoh seperti saya dapat tim yang bot sedang lawan sebaliknyatolong kalo ada solo player beri tim yang imbang dengan lawan soal jika tidak imbang itu akan picu emosi atau tingkat emosi,2
game nya sngt seru sekali,game nya sngt seru sekali,5
pemain nya sgt ramah² apalgi kalo ada Darksysten jadi tambah menar ik,main nya sgt ramah apalgi kalo ada darksysten jadi tambah tar ik,5
Monton lu parah bgt,moonton kamu buruk banget,1
publiknya ngetrol jadi ga mood main,publik ngetrol jadi tidak mood main,1
please lah moonton aku main kalah terus please di permudahkan game nya aku kasih rating 🌟🌟🌟duluh ya,please moonton saya main kalah terus please di mudah game nya saya beri rating duluh ya,3
sangat bagus dan baik,sangat bagus dan baik,5
6 tahun saya bermain ml dan hany ml game moba terbaik sepanjang masa,tahun saya main mobile legends dan hany mobile legends game moba baik panjang masa,5
