Tanggal,Jam,Kategori,Jumlah,Keterangan
2023-01-20,19:00:00,pakaian,77000,Beli baju kerja dan seragam
2023-01-20,19:16:00,pakaian,56000,Beli pakaian dalam
2023-01-21,15:50:00,lain-lain,42000,Bayar denda tilang
2023-01-21,20:55:00,rumah,94000,Perbaikan pipa dan keran air
2023-01-21,07:11:00,asuransi,68000,Bayar premi asuransi jiwa
2023-01-22,21:18:00,kesehatan,71000,Pembelian obat flu dan batuk
2023-01-22,07:36:00,pulsa,17000,Top up e-wallet GoPay/Ovo/Dana
2023-01-22,06:50:00,belanja,52000,Belanja bumbu masak
2023-01-23,15:20:00,lain-lain,27000,Biaya penitipan anak
2023-01-23,18:52:00,loundry,25000,Loundry pakaian anak
2023-01-23,07:05:00,hiburan,48000,Beli tiket konser musik
2023-01-24,20:27:00,loundry,23000,Setrika pakaian kerja
2023-01-24,10:31:00,pakaian,42000,Beli sepatu formal
2023-01-24,12:49:00,lain-lain,11000,Biaya penitipan anak
2023-01-24,11:36:00,makan,40000,Beli lauk pauk untuk keluarga
2023-01-24,15:23:00,rumah,96000,Ganti lampu rumah
2023-01-25,15:06:00,belanja,45000,Belanja perlengkapan sekolah anak
2023-01-25,10:00:00,pajak,54000,Bayar pajak reklame
2023-01-25,20:39:00,makan,40000,Beli jajanan pasar tradisional
2023-01-25,12:12:00,asuransi,75000,Bayar premi asuransi kesehatan
2023-01-25,07:38:00,loundry,16000,Cuci pakaian harian
2023-01-26,12:29:00,loundry,17000,Cuci pakaian harian
2023-01-26,15:25:00,makan,43000,Makan malam di restoran
2023-01-26,14:06:00,makan,15000,Makan malam di restoran
2023-01-26,15:46:00,loundry,11000,Loundry seprai dan selimut
2023-01-27,06:13:00,rumah,99000,Beli kursi dan meja baru
2023-01-27,16:07:00,pajak,93000,Bayar pajak bumi dan bangunan (PBB)
2023-01-27,16:19:00,rumah,51000,Beli alat pel dan alat kebersihan rumah
2023-01-27,08:51:00,pajak,69000,Bayar pajak hotel dan restoran
2023-01-27,17:20:00,loundry,19000,Setrika pakaian batik
2023-01-28,07:29:00,rumah,77000,Beli alat pel dan alat kebersihan rumah
2023-01-28,20:48:00,kesehatan,63000,Pemeriksaan laboratorium
2023-01-28,13:32:00,makan,27000,Makan siang di kantin
2023-01-28,10:08:00,hiburan,43000,Beli buku novel dan komik
2023-01-28,14:16:00,loundry,24000,Setrika pakaian kerja
2023-01-29,17:20:00,pajak,80000,Bayar pajak kendaraan bermotor
2023-01-29,20:42:00,pajak,93000,Bayar pajak hotel dan restoran
2023-01-29,11:41:00,pulsa,19000,Isi ulang pulsa telepon
2023-01-29,12:37:00,rumah,52000,Perbaikan atap rumah bocor
2023-01-30,07:11:00,tagihan,73000,Bayar iuran keamanan lingkungan
2023-01-30,11:24:00,loundry,11000,Setrika pakaian batik
2023-01-30,12:17:00,lain-lain,37000,Sedekah ke masjid atau panti asuhan
2023-01-30,21:06:00,hiburan,21000,Beli buku novel dan komik
2023-01-30,06:47:00,belanja,57000,Belanja perlengkapan sekolah anak
2023-01-31,08:09:00,pulsa,19000,Beli kuota internet tambahan
2023-01-31,17:34:00,kesehatan,80000,Pembelian masker dan hand sanitizer
2023-01-31,13:56:00,lain-lain,24000,Biaya perizinan dan administrasi
2023-01-31,10:52:00,hiburan,18000,Mengikuti kelas musik atau tari
2023-01-31,14:56:00,lain-lain,21000,Pembelian alat tulis kantor
2023-02-01,09:58:00,rumah,79000,Ganti lampu rumah
2023-02-01,19:45:00,hiburan,45000,Nonton bioskop
2023-02-01,09:10:00,pakaian,54000,Beli pakaian tradisional
2023-02-02,19:49:00,pulsa,9000,Beli voucher game online
2023-02-02,20:28:00,belanja,69000,Beli peralatan kebersihan rumah
2023-02-02,08:16:00,pakaian,30000,Beli kaos dan celana casual
2023-02-03,15:18:00,belanja,76000,Beli souvenir dan hadiah
2023-02-03,19:39:00,makan,39000,Jajan cemilan pasar
2023-02-03,21:56:00,tagihan,88000,Bayar tagihan TV kabel dan streaming
2023-02-04,08:43:00,tagihan,79000,Bayar langganan majalah/koran
2023-02-04,08:58:00,tagihan,45000,Bayar biaya parkir dan sampah
2023-02-04,06:56:00,pajak,88000,Pelunasan denda pajak
2023-02-04,15:03:00,loundry,21000,Loundry seprai dan selimut
2023-02-04,09:55:00,pajak,89000,Bayar pajak kendaraan pribadi
2023-02-05,07:17:00,rumah,63000,Ganti lampu rumah
2023-02-05,14:54:00,pulsa,11000,Bayar tagihan telepon prabayar
2023-02-05,20:08:00,lain-lain,15000,Transportasi darurat
2023-02-05,21:00:00,pajak,80000,Pelunasan denda pajak
2023-02-05,19:42:00,kesehatan,91000,Cek kesehatan di klinik
2023-02-06,08:41:00,asuransi,82000,Biaya administrasi asuransi
2023-02-06,11:52:00,hiburan,27000,Mengikuti kelas musik atau tari
2023-02-06,17:46:00,lain-lain,26000,Biaya penitipan anak
2023-02-06,19:49:00,belanja,41000,Beli souvenir dan hadiah
2023-02-06,07:42:00,tagihan,53000,Bayar tagihan gas elpiji
2023-02-07,14:46:00,lain-lain,49000,Donasi bencana alam
2023-02-07,18:31:00,asuransi,87000,Bayar premi asuransi perjalanan
2023-02-07,11:16:00,asuransi,71000,Bayar premi asuransi kesehatan
2023-02-07,16:10:00,rumah,50000,Beli kursi dan meja baru
2023-02-08,14:38:00,lain-lain,21000,Bayar denda tilang
2023-02-08,14:07:00,tagihan,86000,Bayar iuran keamanan lingkungan
2023-02-08,20:43:00,kesehatan,82000,Pembelian alat kesehatan seperti tensimeter
2023-02-09,17:48:00,hiburan,35000,Bermain di taman rekreasi
2023-02-09,13:32:00,pulsa,8000,Top up e-wallet GoPay/Ovo/Dana
2023-02-09,06:24:00,pulsa,7000,Beli paket data internet
2023-02-09,12:34:00,pulsa,16000,Beli kuota internet tambahan
2023-02-10,12:39:00,makan,40000,Beli sarapan di warung
2023-02-10,15:16:00,kesehatan,32000,Konsultasi dokter umum
2023-02-10,16:40:00,loundry,22000,Bersihkan karpet rumah
2023-02-10,17:09:00,kesehatan,82000,Pembelian obat resep dokter
2023-02-11,18:14:00,kesehatan,93000,Vaksinasi anak dan dewasa
2023-02-11,17:12:00,kesehatan,42000,Beli vitamin dan suplemen
2023-02-11,21:16:00,tagihan,74000,Bayar langganan majalah/koran
2023-02-11,21:36:00,asuransi,52000,Bayar premi asuransi kendaraan bermotor
2023-02-12,14:45:00,asuransi,60000,Bayar premi asuransi usaha
2023-02-12,08:11:00,asuransi,92000,Biaya administrasi asuransi
2023-02-12,18:35:00,lain-lain,20000,Biaya penitipan anak
2023-02-13,10:45:00,loundry,16000,Loundry pakaian berbahan khusus
2023-02-13,16:12:00,kesehatan,74000,Pemeriksaan laboratorium
2023-02-13,15:03:00,kesehatan,98000,Pembelian obat resep dokter
2023-02-13,07:47:00,tagihan,78000,Bayar tagihan listrik bulanan
2023-02-14,19:56:00,pulsa,18000,Beli paket SMS dan telepon
2023-02-14,10:37:00,rumah,63000,Perbaikan instalasi listrik rumah
2023-02-14,15:12:00,lain-lain,18000,Pembelian alat tulis kantor
2023-02-14,19:05:00,hiburan,22000,Berlangganan Netflix/Disney+
2023-02-14,19:35:00,loundry,28000,Loundry pakaian berbahan khusus
2023-02-15,21:27:00,kesehatan,80000,Beli vitamin dan suplemen
2023-02-15,20:41:00,loundry,16000,Loundry seprai dan selimut
2023-02-15,21:20:00,rumah,72000,Ganti lampu rumah
2023-02-15,13:19:00,hiburan,14000,Langganan majalah hiburan
2023-02-16,20:18:00,loundry,21000,Bersihkan karpet rumah
2023-02-16,08:01:00,pulsa,8000,Isi ulang pulsa telepon
2023-02-16,12:10:00,pulsa,9000,Isi ulang pulsa telepon
2023-02-16,19:25:00,pajak,68000,Bayar pajak penghasilan
2023-02-17,08:23:00,pulsa,17000,Beli paket SMS dan telepon
2023-02-17,08:23:00,lain-lain,16000,Biaya penitipan anak
2023-02-17,07:08:00,hiburan,47000,Mengikuti kelas musik atau tari
2023-02-18,15:09:00,hiburan,25000,Nonton bioskop
2023-02-18,17:45:00,hiburan,22000,Berlangganan Netflix/Disney+
2023-02-18,10:38:00,pajak,94000,Bayar pajak usaha
2023-02-19,18:17:00,tagihan,68000,Bayar langganan majalah/koran
2023-02-19,16:33:00,pulsa,11000,Beli voucher game online
2023-02-19,20:55:00,hiburan,49000,Mengikuti kelas musik atau tari
2023-02-20,15:07:00,makan,25000,Beli gorengan di sekolah
2023-02-20,11:38:00,asuransi,76000,Bayar premi asuransi kesehatan
2023-02-20,06:11:00,tagihan,46000,Bayar layanan kebersihan lingkungan
2023-02-21,09:54:00,pulsa,12000,Beli paket data internet
2023-02-21,09:57:00,lain-lain,36000,Biaya penitipan anak
2023-02-21,16:25:00,belanja,50000,Belanja bumbu masak
2023-02-21,12:57:00,rumah,77000,Beli kursi dan meja baru
2023-02-22,15:35:00,kesehatan,34000,Terapi pijat dan refleksi
2023-02-22,10:13:00,lain-lain,48000,Bayar denda tilang
2023-02-22,07:51:00,makan,30000,Jajan cemilan pasar
2023-02-22,11:52:00,rumah,64000,Beli tirai dan gorden
2023-02-22,13:34:00,loundry,15000,Setrika pakaian batik
2023-02-23,14:28:00,tagihan,75000,Bayar tagihan internet dan WiFi
2023-02-23,13:36:00,hiburan,18000,Beli tiket konser musik
2023-02-23,20:43:00,lain-lain,18000,Biaya penitipan anak
2023-02-23,06:04:00,tagihan,83000,Bayar tagihan TV kabel dan streaming
2023-02-24,19:19:00,lain-lain,40000,Pembelian alat tulis kantor
2023-02-24,07:38:00,loundry,18000,Loundry pakaian berbahan khusus
2023-02-24,13:37:00,kesehatan,83000,Pembelian masker dan hand sanitizer
2023-02-25,14:07:00,pajak,94000,Bayar pajak listrik usaha
2023-02-25,15:10:00,pulsa,18000,Top up e-wallet GoPay/Ovo/Dana
2023-02-25,06:06:00,belanja,68000,Beli alat elektronik kecil
2023-02-26,13:26:00,tagihan,88000,Bayar tagihan listrik bulanan
2023-02-26,10:07:00,pakaian,61000,Beli pakaian dalam
2023-02-26,21:39:00,lain-lain,18000,Pembelian alat tulis kantor
2023-02-27,09:45:00,belanja,37000,Belanja kebutuhan rumah tangga
2023-02-27,07:17:00,kesehatan,60000,Pemeriksaan laboratorium
2023-02-27,21:15:00,kesehatan,67000,Cek kesehatan di klinik
2023-02-27,10:02:00,asuransi,65000,Bayar premi asuransi kendaraan
2023-02-27,17:06:00,asuransi,61000,Bayar premi asuransi perjalanan
2023-02-28,21:43:00,belanja,35000,Beli pakaian baru
2023-02-28,10:18:00,tagihan,57000,Bayar tagihan TV kabel dan streaming
2023-02-28,14:27:00,rumah,95000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-02-28,10:18:00,rumah,86000,Service dan perawatan AC
2023-03-01,07:15:00,belanja,32000,Belanja bumbu masak
2023-03-01,13:43:00,loundry,18000,Cuci pakaian harian
2023-03-01,07:20:00,pulsa,9000,Beli paket SMS dan telepon
2023-03-02,08:41:00,pajak,80000,Bayar pajak bumi dan bangunan (PBB)
2023-03-02,21:23:00,rumah,67000,Beli tirai dan gorden
2023-03-02,10:05:00,pulsa,14000,Beli voucher game online
2023-03-02,08:56:00,asuransi,99000,Bayar premi asuransi jiwa
2023-03-03,07:44:00,pulsa,17000,Beli kuota internet tambahan
2023-03-03,13:20:00,loundry,28000,Loundry pakaian berbahan khusus
2023-03-03,07:45:00,rumah,68000,Service dan perawatan AC
2023-03-03,13:02:00,rumah,60000,Ganti lampu rumah
2023-03-04,20:17:00,rumah,54000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2023-03-04,20:49:00,pajak,76000,Pelaporan pajak tahunan
2023-03-04,06:43:00,asuransi,84000,Bayar premi asuransi usaha
2023-03-04,06:38:00,rumah,87000,Perbaikan pipa dan keran air
2023-03-04,19:22:00,asuransi,72000,Perpanjangan asuransi rumah
2023-03-05,10:03:00,belanja,23000,Belanja perlengkapan mandi
2023-03-05,14:22:00,hiburan,30000,Bermain di taman rekreasi
2023-03-05,08:42:00,makan,29000,Beli gorengan di sekolah
2023-03-05,21:37:00,hiburan,46000,Berlangganan Netflix/Disney+
2023-03-06,10:35:00,pulsa,6000,Pembayaran layanan telekomunikasi lainnya
2023-03-06,09:21:00,kesehatan,97000,Cek kesehatan di klinik
2023-03-06,19:58:00,makan,22000,Beli nasi bungkus
2023-03-07,10:26:00,asuransi,69000,Bayar premi asuransi pendidikan anak
2023-03-07,19:26:00,kesehatan,50000,Pembelian obat resep dokter
2023-03-07,10:48:00,lain-lain,19000,Biaya tak terduga
2023-03-08,06:34:00,pakaian,41000,Beli pakaian muslim
2023-03-08,19:20:00,belanja,23000,Beli pakaian baru
2023-03-08,16:13:00,loundry,27000,Loundry seragam sekolah
2023-03-08,20:39:00,tagihan,91000,Bayar iuran keamanan lingkungan
2023-03-08,18:52:00,pajak,82000,Bayar pajak hotel dan restoran
2023-03-09,16:28:00,loundry,20000,Loundry seprai dan selimut
2023-03-09,10:53:00,pakaian,46000,Beli pakaian olahraga
2023-03-09,17:40:00,pakaian,49000,Beli baju kerja dan seragam
2023-03-09,19:31:00,pulsa,6000,Pembayaran layanan telekomunikasi lainnya
2023-03-10,12:21:00,kesehatan,64000,Terapi pijat dan refleksi
2023-03-10,13:13:00,tagihan,82000,Bayar layanan kebersihan lingkungan
2023-03-10,06:38:00,makan,23000,Beli jajanan pasar tradisional
2023-03-11,20:55:00,makan,46000,Beli gorengan di sekolah
2023-03-11,10:16:00,rumah,82000,Ganti lampu rumah
2023-03-11,21:09:00,lain-lain,13000,Biaya penitipan anak
2023-03-12,11:01:00,pakaian,72000,Beli aksesoris pakaian
2023-03-12,15:55:00,kesehatan,93000,Beli vitamin dan suplemen
2023-03-12,12:13:00,tagihan,96000,Bayar tagihan air PDAM
2023-03-12,08:56:00,loundry,17000,Loundry pakaian olahraga
2023-03-13,16:15:00,pakaian,78000,Beli sepatu formal
2023-03-13,13:01:00,lain-lain,35000,Pembelian souvenir acara keluarga
2023-03-13,09:13:00,pakaian,69000,Beli aksesoris pakaian
2023-03-13,20:07:00,pakaian,36000,Beli pakaian olahraga
2023-03-14,18:34:00,pakaian,36000,Beli kaos dan celana casual
2023-03-14,08:06:00,tagihan,91000,Bayar tagihan TV kabel dan streaming
2023-03-14,13:29:00,belanja,46000,Beli alat tulis dan kantor
2023-03-14,21:35:00,tagihan,33000,Bayar tagihan internet dan WiFi
2023-03-14,13:12:00,makan,34000,Beli lauk pauk untuk keluarga
2023-03-15,15:18:00,asuransi,66000,Biaya administrasi asuransi
2023-03-15,06:15:00,makan,34000,Beli makanan online lewat aplikasi
2023-03-15,12:18:00,kesehatan,52000,Terapi pijat dan refleksi
2023-03-16,12:39:00,pulsa,9000,Beli voucher game online
2023-03-16,06:15:00,asuransi,96000,Perpanjangan asuransi rumah
2023-03-16,21:29:00,belanja,50000,Beli peralatan kebersihan rumah
2023-03-16,09:15:00,rumah,58000,Pengecatan rumah dan dinding
2023-03-16,20:34:00,pakaian,50000,Beli sepatu formal
2023-03-17,06:27:00,tagihan,36000,Bayar tagihan listrik bulanan
2023-03-17,07:34:00,pajak,57000,Bayar pajak listrik usaha
2023-03-17,06:02:00,loundry,15000,Loundry pakaian anak
2023-03-17,18:06:00,pulsa,11000,Beli pulsa untuk perangkat IoT
2023-03-17,12:09:00,kesehatan,65000,Vaksinasi anak dan dewasa
2023-03-18,19:49:00,makan,42000,Beli makanan online lewat aplikasi
2023-03-18,06:34:00,kesehatan,81000,Terapi pijat dan refleksi
2023-03-18,10:31:00,makan,46000,Beli nasi bungkus
2023-03-19,17:48:00,lain-lain,43000,Biaya penitipan anak
2023-03-19,16:31:00,rumah,58000,Service dan perawatan AC
2023-03-19,18:24:00,makan,40000,Beli lauk pauk untuk keluarga
2023-03-19,12:14:00,pajak,61000,Bayar pajak usaha
2023-03-20,11:55:00,tagihan,55000,Bayar tagihan internet dan WiFi
2023-03-20,15:35:00,asuransi,80000,Perpanjangan asuransi rumah
2023-03-20,11:45:00,asuransi,52000,Bayar premi asuransi pendidikan anak
2023-03-21,11:13:00,belanja,51000,Beli alat tulis dan kantor
2023-03-21,08:26:00,pakaian,60000,Beli baju anak-anak
2023-03-21,15:49:00,rumah,97000,Perbaikan pipa dan keran air
2023-03-21,14:12:00,tagihan,95000,Bayar biaya parkir dan sampah
2023-03-22,13:18:00,lain-lain,22000,Pembelian alat tulis kantor
2023-03-22,09:05:00,rumah,84000,Service dan perawatan AC
2023-03-22,08:19:00,lain-lain,18000,Transportasi darurat
2023-03-22,14:50:00,kesehatan,63000,Konsultasi dokter umum
2023-03-23,14:36:00,asuransi,57000,Bayar premi asuransi kesehatan
2023-03-23,08:48:00,pajak,50000,Bayar pajak hotel dan restoran
2023-03-23,11:02:00,kesehatan,57000,Cek kesehatan di klinik
2023-03-24,21:31:00,asuransi,66000,Bayar premi asuransi kendaraan
2023-03-24,11:02:00,kesehatan,73000,Pembelian obat resep dokter
2023-03-24,12:29:00,rumah,60000,Ganti lampu rumah
2023-03-25,08:42:00,lain-lain,19000,Pembelian souvenir acara keluarga
2023-03-25,10:43:00,makan,25000,Beli lauk pauk untuk keluarga
2023-03-25,14:58:00,pulsa,10000,Pembayaran layanan telekomunikasi lainnya
2023-03-25,20:46:00,pulsa,9000,Beli paket data internet
2023-03-26,06:06:00,makan,42000,Beli minuman es teh
2023-03-26,09:22:00,tagihan,64000,Bayar tagihan telepon rumah
2023-03-26,08:24:00,makan,31000,Beli gorengan di sekolah
2023-03-26,20:35:00,kesehatan,83000,Pembelian obat flu dan batuk
2023-03-27,10:13:00,loundry,19000,Bersihkan karpet rumah
2023-03-27,11:38:00,belanja,74000,Beli alat tulis dan kantor
2023-03-27,20:02:00,belanja,62000,Belanja perlengkapan mandi
2023-03-27,10:00:00,pulsa,9000,Top up e-wallet GoPay/Ovo/Dana
2023-03-28,12:11:00,pulsa,13000,Beli paket data internet
2023-03-28,20:02:00,asuransi,67000,Perpanjangan asuransi rumah
2023-03-28,09:53:00,hiburan,23000,Beli buku novel dan komik
2023-03-28,12:15:00,rumah,99000,Perbaikan instalasi listrik rumah
2023-03-28,14:29:00,pajak,83000,Pelaporan pajak tahunan
2023-03-29,21:18:00,makan,23000,Beli lauk pauk untuk keluarga
2023-03-29,14:48:00,pulsa,17000,Beli paket data internet
2023-03-29,16:05:00,rumah,59000,Beli tirai dan gorden
2023-03-29,12:06:00,belanja,52000,Beli pakaian baru
2023-03-29,21:08:00,pakaian,79000,Beli sepatu formal
2023-03-30,17:23:00,asuransi,61000,Bayar premi asuransi jiwa
2023-03-30,13:30:00,asuransi,71000,Bayar premi asuransi kesehatan
2023-03-30,09:40:00,tagihan,55000,Bayar iuran keamanan lingkungan
2023-03-30,21:06:00,lain-lain,24000,Sedekah ke masjid atau panti asuhan
2023-03-31,15:07:00,belanja,33000,Beli souvenir dan hadiah
2023-03-31,13:29:00,belanja,26000,Belanja perlengkapan mandi
2023-03-31,10:09:00,tagihan,44000,Bayar iuran keamanan lingkungan
2023-04-01,09:44:00,lain-lain,13000,Pembelian souvenir acara keluarga
2023-04-01,15:36:00,lain-lain,43000,Sedekah ke masjid atau panti asuhan
2023-04-01,11:58:00,rumah,96000,Service dan perawatan AC
2023-04-01,21:21:00,pakaian,70000,Beli aksesoris pakaian
2023-04-02,11:06:00,tagihan,95000,Bayar tagihan gas elpiji
2023-04-02,20:11:00,kesehatan,78000,Konsultasi dokter umum
2023-04-02,20:03:00,belanja,67000,Beli sayur dan buah segar
2023-04-02,13:23:00,loundry,23000,Loundry pakaian berbahan khusus
2023-04-03,08:12:00,tagihan,90000,Bayar tagihan listrik bulanan
2023-04-03,17:32:00,kesehatan,45000,Beli vitamin dan suplemen
2023-04-03,15:31:00,asuransi,82000,Pembayaran klaim asuransi
2023-04-03,09:32:00,hiburan,21000,Beli buku novel dan komik
2023-04-04,19:16:00,tagihan,76000,Bayar biaya parkir dan sampah
2023-04-04,11:12:00,kesehatan,67000,Terapi pijat dan refleksi
2023-04-04,12:14:00,rumah,75000,Perbaikan atap rumah bocor
2023-04-04,12:33:00,asuransi,68000,Bayar premi asuransi perjalanan
2023-04-04,16:59:00,makan,21000,Makan siang di kantin
2023-04-05,06:49:00,loundry,12000,Bersihkan karpet rumah
2023-04-05,09:31:00,loundry,17000,Loundry pakaian anak
2023-04-05,18:15:00,rumah,75000,Beli alat pel dan alat kebersihan rumah
2023-04-05,18:40:00,hiburan,31000,Bermain di taman rekreasi
2023-04-05,12:05:00,kesehatan,61000,Vaksinasi anak dan dewasa
2023-04-06,20:29:00,kesehatan,59000,Terapi pijat dan refleksi
2023-04-06,12:41:00,kesehatan,75000,Vaksinasi anak dan dewasa
2023-04-06,07:52:00,loundry,17000,Cuci tas dan sepatu
2023-04-06,20:24:00,rumah,85000,Beli alat pel dan alat kebersihan rumah
2023-04-07,20:58:00,pakaian,79000,Beli pakaian tradisional
2023-04-07,12:37:00,lain-lain,36000,Biaya perizinan dan administrasi
2023-04-07,17:39:00,pulsa,6000,Beli paket data internet
2023-04-07,15:25:00,hiburan,26000,Nonton bioskop
2023-04-08,15:00:00,belanja,23000,Beli alat elektronik kecil
2023-04-08,10:11:00,kesehatan,88000,Beli vitamin dan suplemen
2023-04-08,11:33:00,lain-lain,21000,Pembelian alat tulis kantor
2023-04-08,12:48:00,hiburan,10000,Beli tiket konser musik
2023-04-09,19:28:00,kesehatan,43000,Pembelian alat kesehatan seperti tensimeter
2023-04-09,16:20:00,asuransi,52000,Biaya administrasi asuransi
2023-04-09,18:49:00,asuransi,55000,Bayar premi asuransi pendidikan anak
2023-04-09,12:48:00,pakaian,65000,Beli pakaian olahraga
2023-04-09,19:03:00,pajak,70000,Bayar pajak hotel dan restoran
2023-04-10,12:04:00,tagihan,30000,Bayar biaya parkir dan sampah
2023-04-10,18:57:00,pajak,62000,Bayar pajak listrik usaha
2023-04-10,14:00:00,pakaian,68000,Beli aksesoris pakaian
2023-04-11,15:00:00,pajak,90000,Bayar pajak bumi dan bangunan (PBB)
2023-04-11,15:03:00,hiburan,34000,Beli buku novel dan komik
2023-04-11,17:24:00,pajak,88000,Bayar pajak reklame
2023-04-11,11:29:00,loundry,20000,Loundry pakaian olahraga
2023-04-12,19:59:00,pajak,92000,Pelaporan pajak tahunan
2023-04-12,18:02:00,lain-lain,26000,Sedekah ke masjid atau panti asuhan
2023-04-12,17:54:00,loundry,23000,Bersihkan karpet rumah
2023-04-12,12:11:00,pajak,51000,Bayar pajak kendaraan bermotor
2023-04-12,13:23:00,asuransi,52000,Bayar premi asuransi kesehatan
2023-04-13,19:28:00,belanja,43000,Beli sayur dan buah segar
2023-04-13,15:46:00,tagihan,83000,Bayar layanan kebersihan lingkungan
2023-04-13,20:37:00,pakaian,68000,Beli pakaian olahraga
2023-04-13,08:39:00,tagihan,45000,Bayar iuran keamanan lingkungan
2023-04-13,18:26:00,loundry,11000,Loundry pakaian berbahan khusus
2023-04-14,16:42:00,lain-lain,11000,Biaya penitipan anak
2023-04-14,16:53:00,pajak,99000,Bayar pajak bumi dan bangunan (PBB)
2023-04-14,17:32:00,pakaian,65000,Beli pakaian muslim
2023-04-15,13:49:00,loundry,28000,Loundry pakaian anak
2023-04-15,08:27:00,makan,42000,Beli makanan online lewat aplikasi
2023-04-15,15:31:00,kesehatan,49000,Pemeriksaan laboratorium
2023-04-15,16:53:00,lain-lain,47000,Biaya perizinan dan administrasi
