Tanggal,Jam,Jenis,Kategori,Jumlah,Keterangan
2024-07-03,6:48,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-07-03,9:25,Pengeluaran,Transportasi Umum,12000,Transportasi alternatif
2024-07-03,11:45,Pengeluaran,Makan Siang,16000,Makan rutin
2024-07-03,20:48,Pengeluaran,Makan Malam,27000,Makan rutin
2024-07-04,7:45,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-07-04,8:04,Pengeluaran,Transportasi Umum,22000,Transportasi alternatif
2024-07-04,11:37,Pengeluaran,Makan Siang,22000,Makan rutin
2024-07-04,20:15,Pengeluaran,Makan Malam,15000,Makan rutin
2024-07-05,7:19,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-07-05,11:49,Pengeluaran,Makan Siang,23000,Makan rutin
2024-07-05,12:29,Pengeluaran,Listrik Kos,244000,Tagihan listrik kos
2024-07-05,18:34,Pengeluaran,Makan Malam,18000,Makan rutin
2024-07-06,8:09,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-07-06,11:13,Pengeluaran,Makan Siang,25000,Makan rutin
2024-07-06,18:42,Pengeluaran,Makan Malam,20000,Makan rutin
2024-07-07,8:42,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-07-07,11:49,Pengeluaran,Makan Siang,20000,Makan rutin
2024-07-07,18:32,Pengeluaran,Makan Malam,18000,Makan rutin
2024-07-08,6:49,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-07-08,9:34,Pengeluaran,Bensin,66000,Pengisian bensin mingguan
2024-07-08,13:28,Pengeluaran,Makan Siang,16000,Makan rutin
2024-07-08,19:21,Pengeluaran,Makan Malam,28000,Makan rutin
2024-07-09,8:46,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-07-09,12:11,Pengeluaran,Makan Siang,27000,Makan rutin
2024-07-09,19:31,Pengeluaran,Makan Malam,28000,Makan rutin
2024-07-10,6:41,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-07-10,12:15,Pengeluaran,Makan Siang,23000,Makan rutin
2024-07-10,18:39,Pengeluaran,Makan Malam,16000,Makan rutin
2024-07-11,7:20,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-07-11,13:50,Pengeluaran,Makan Siang,23000,Makan rutin
2024-07-11,20:51,Pengeluaran,Makan Malam,29000,Makan rutin
2024-07-12,7:48,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-07-12,13:40,Pengeluaran,Makan Siang,20000,Makan rutin
2024-07-12,20:28,Pengeluaran,Makan Malam,21000,Makan rutin
2024-07-13,7:57,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-07-13,12:41,Pengeluaran,Makan Siang,23000,Makan rutin
2024-07-13,20:24,Pengeluaran,Makan Malam,20000,Makan rutin
2024-07-14,6:03,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-07-14,12:30,Pengeluaran,Rekreasi,182000,Jalan-jalan weekend
2024-07-14,13:23,Pengeluaran,Makan Siang,21000,Makan rutin
2024-07-14,18:05,Pengeluaran,Makan Malam,23000,Makan rutin
2024-07-15,6:07,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-07-15,11:24,Pengeluaran,Bensin,62000,Pengisian bensin mingguan
2024-07-15,11:51,Pengeluaran,Makan Siang,16000,Makan rutin
2024-07-15,19:07,Pengeluaran,Makan Malam,16000,Makan rutin
2024-07-16,6:10,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-07-16,13:43,Pengeluaran,Makan Siang,19000,Makan rutin
2024-07-16,20:15,Pengeluaran,Makan Malam,27000,Makan rutin
2024-07-17,7:03,Pengeluaran,Transportasi Umum,14000,Transportasi alternatif
2024-07-17,8:05,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-07-17,13:42,Pengeluaran,Makan Siang,19000,Makan rutin
2024-07-17,18:39,Pengeluaran,Makan Malam,29000,Makan rutin
2024-07-18,6:44,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-07-18,12:34,Pengeluaran,Makan Siang,19000,Makan rutin
2024-07-18,20:23,Pengeluaran,Makan Malam,29000,Makan rutin
2024-07-19,7:58,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-07-19,11:50,Pengeluaran,Makan Siang,18000,Makan rutin
2024-07-19,19:06,Pengeluaran,Makan Malam,15000,Makan rutin
2024-07-20,7:05,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-07-20,7:32,Pengeluaran,Transportasi Umum,11000,Transportasi alternatif
2024-07-20,13:38,Pengeluaran,Makan Siang,21000,Makan rutin
2024-07-20,18:13,Pengeluaran,Makan Malam,28000,Makan rutin
2024-07-21,6:25,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-07-21,11:57,Pengeluaran,Makan Siang,23000,Makan rutin
2024-07-21,20:42,Pengeluaran,Makan Malam,22000,Makan rutin
2024-07-22,7:26,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-07-22,9:36,Pengeluaran,Bensin,52000,Pengisian bensin mingguan
2024-07-22,13:46,Pengeluaran,Makan Siang,20000,Makan rutin
2024-07-22,18:04,Pengeluaran,Makan Malam,27000,Makan rutin
2024-07-23,8:06,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-07-23,12:32,Pengeluaran,Makan Siang,27000,Makan rutin
2024-07-23,20:34,Pengeluaran,Makan Malam,19000,Makan rutin
2024-07-24,7:05,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-07-24,11:42,Pengeluaran,Makan Siang,17000,Makan rutin
2024-07-24,20:05,Pengeluaran,Makan Malam,27000,Makan rutin
2024-07-25,6:50,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-07-25,11:09,Pengeluaran,Makan Siang,16000,Makan rutin
2024-07-25,19:10,Pengeluaran,Makan Malam,26000,Makan rutin
2024-07-26,6:59,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-07-26,12:32,Pengeluaran,Makan Siang,15000,Makan rutin
2024-07-26,18:11,Pengeluaran,Makan Malam,29000,Makan rutin
2024-07-27,7:35,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-07-27,11:14,Pengeluaran,Makan Siang,24000,Makan rutin
2024-07-27,20:49,Pengeluaran,Makan Malam,29000,Makan rutin
2024-07-28,8:45,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-07-28,11:59,Pengeluaran,Makan Siang,15000,Makan rutin
2024-07-28,18:08,Pengeluaran,Makan Malam,26000,Makan rutin
2024-07-29,8:41,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-07-29,10:23,Pengeluaran,Bensin,65000,Pengisian bensin mingguan
2024-07-29,12:05,Pengeluaran,Makan Siang,25000,Makan rutin
2024-07-29,19:28,Pengeluaran,Makan Malam,19000,Makan rutin
2024-07-30,6:19,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-07-30,11:39,Pengeluaran,Makan Siang,22000,Makan rutin
2024-07-30,19:32,Pengeluaran,Makan Malam,20000,Makan rutin
2024-07-31,8:28,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-07-31,11:25,Pengeluaran,Makan Siang,24000,Makan rutin
2024-07-31,19:11,Pengeluaran,Makan Malam,25000,Makan rutin
2024-08-01,7:30,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-08-01,10:51,Pemasukan,Gaji,4000000,Gaji bulanan
2024-08-01,12:30,Pengeluaran,Makan Siang,18000,Makan rutin
2024-08-01,17:58,Pengeluaran,Belanja Bulanan,440000,Belanja kebutuhan bulanan
2024-08-01,20:34,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-02,8:27,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-08-02,9:15,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2024-08-02,12:09,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-02,19:02,Pengeluaran,Makan Malam,26000,Makan rutin
2024-08-03,8:01,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-08-03,11:04,Pengeluaran,Makan Siang,29000,Makan rutin
2024-08-03,18:32,Pengeluaran,Makan Malam,20000,Makan rutin
2024-08-04,8:30,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-08-04,12:22,Pengeluaran,Makan Siang,19000,Makan rutin
2024-08-04,19:41,Pengeluaran,Makan Malam,29000,Makan rutin
2024-08-05,7:21,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-08-05,9:21,Pengeluaran,Bensin,62000,Pengisian bensin mingguan
2024-08-05,10:18,Pengeluaran,Listrik Kos,185000,Tagihan listrik kos
2024-08-05,13:40,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-05,20:59,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-06,7:53,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-08-06,13:36,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-06,20:36,Pengeluaran,Makan Malam,23000,Makan rutin
2024-08-07,8:42,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-08-07,13:12,Pengeluaran,Makan Siang,16000,Makan rutin
2024-08-07,20:03,Pengeluaran,Makan Malam,25000,Makan rutin
2024-08-08,8:08,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-08-08,11:46,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-08,18:41,Pengeluaran,Makan Malam,18000,Makan rutin
2024-08-09,8:46,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-08-09,12:20,Pengeluaran,Makan Siang,21000,Makan rutin
2024-08-09,18:34,Pengeluaran,Makan Malam,21000,Makan rutin
2024-08-10,6:56,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-08-10,13:06,Pengeluaran,Makan Siang,18000,Makan rutin
2024-08-10,20:04,Pengeluaran,Makan Malam,23000,Makan rutin
2024-08-11,7:02,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-08-11,13:03,Pengeluaran,Makan Siang,22000,Makan rutin
2024-08-11,18:44,Pengeluaran,Makan Malam,28000,Makan rutin
2024-08-12,7:09,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-08-12,7:21,Pengeluaran,Transportasi Umum,22000,Transportasi alternatif
2024-08-12,9:57,Pengeluaran,Bensin,61000,Pengisian bensin mingguan
2024-08-12,13:09,Pengeluaran,Makan Siang,20000,Makan rutin
2024-08-12,20:11,Pengeluaran,Makan Malam,18000,Makan rutin
2024-08-13,8:09,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-08-13,12:43,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-13,20:13,Pengeluaran,Makan Malam,20000,Makan rutin
2024-08-14,8:47,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-08-14,11:18,Pengeluaran,Makan Siang,24000,Makan rutin
2024-08-14,20:31,Pengeluaran,Makan Malam,21000,Makan rutin
2024-08-15,8:19,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-08-15,12:07,Pengeluaran,Makan Siang,19000,Makan rutin
2024-08-15,18:35,Pengeluaran,Makan Malam,23000,Makan rutin
2024-08-16,8:58,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-08-16,12:32,Pengeluaran,Makan Siang,15000,Makan rutin
2024-08-16,18:17,Pengeluaran,Makan Malam,18000,Makan rutin
2024-08-17,7:55,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-08-17,12:13,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-17,20:12,Pengeluaran,Makan Malam,18000,Makan rutin
2024-08-18,7:04,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-08-18,11:28,Pengeluaran,Makan Siang,29000,Makan rutin
2024-08-18,20:02,Pengeluaran,Makan Malam,20000,Makan rutin
2024-08-19,7:40,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-08-19,9:01,Pengeluaran,Bensin,55000,Pengisian bensin mingguan
2024-08-19,13:37,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-19,20:21,Pengeluaran,Makan Malam,24000,Makan rutin
2024-08-20,7:37,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-08-20,13:06,Pengeluaran,Makan Siang,26000,Makan rutin
2024-08-20,19:30,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-21,7:40,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-08-21,11:39,Pengeluaran,Makan Siang,24000,Makan rutin
2024-08-21,18:28,Pengeluaran,Makan Malam,28000,Makan rutin
2024-08-22,8:15,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-08-22,12:36,Pengeluaran,Makan Siang,18000,Makan rutin
2024-08-22,20:09,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-23,7:59,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-08-23,11:19,Pengeluaran,Makan Siang,21000,Makan rutin
2024-08-23,19:32,Pengeluaran,Makan Malam,28000,Makan rutin
2024-08-24,6:09,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-08-24,11:03,Pengeluaran,Rekreasi,292000,Jalan-jalan weekend
2024-08-24,11:05,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-24,19:41,Pengeluaran,Makan Malam,24000,Makan rutin
2024-08-25,6:14,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-08-25,11:53,Pengeluaran,Makan Siang,27000,Makan rutin
2024-08-25,20:23,Pengeluaran,Makan Malam,21000,Makan rutin
2024-08-26,6:34,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-08-26,9:09,Pengeluaran,Bensin,68000,Pengisian bensin mingguan
2024-08-26,11:31,Pengeluaran,Makan Siang,26000,Makan rutin
2024-08-26,18:31,Pengeluaran,Makan Malam,18000,Makan rutin
2024-08-27,7:54,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-08-27,11:38,Pengeluaran,Makan Siang,17000,Makan rutin
2024-08-27,19:07,Pengeluaran,Makan Malam,28000,Makan rutin
2024-08-28,8:43,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-08-28,11:53,Pengeluaran,Makan Siang,15000,Makan rutin
2024-08-28,18:10,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-29,7:53,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-08-29,7:54,Pengeluaran,Transportasi Umum,29000,Transportasi alternatif
2024-08-29,11:25,Pengeluaran,Makan Siang,29000,Makan rutin
2024-08-29,20:54,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-30,7:36,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-08-30,9:40,Pengeluaran,Transportasi Umum,10000,Transportasi alternatif
2024-08-30,11:06,Pengeluaran,Makan Siang,29000,Makan rutin
2024-08-30,19:11,Pengeluaran,Makan Malam,22000,Makan rutin
2024-08-31,6:43,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-08-31,12:02,Pengeluaran,Makan Siang,26000,Makan rutin
2024-08-31,18:37,Pengeluaran,Makan Malam,24000,Makan rutin
2024-09-01,7:38,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-09-01,10:17,Pemasukan,Gaji,4000000,Gaji bulanan
2024-09-01,12:42,Pengeluaran,Makan Siang,26000,Makan rutin
2024-09-01,19:04,Pengeluaran,Belanja Bulanan,305000,Belanja kebutuhan bulanan
2024-09-01,20:35,Pengeluaran,Makan Malam,17000,Makan rutin
2024-09-02,7:26,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-09-02,11:43,Pengeluaran,Makan Siang,20000,Makan rutin
2024-09-02,11:52,Pengeluaran,Bensin,68000,Pengisian bensin mingguan
2024-09-02,19:19,Pengeluaran,Makan Malam,17000,Makan rutin
2024-09-03,8:32,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-09-03,12:21,Pengeluaran,Makan Siang,26000,Makan rutin
2024-09-03,19:59,Pengeluaran,Makan Malam,25000,Makan rutin
2024-09-04,8:34,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-09-04,12:10,Pengeluaran,Makan Siang,16000,Makan rutin
2024-09-04,19:33,Pengeluaran,Makan Malam,21000,Makan rutin
2024-09-05,7:12,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-09-05,11:27,Pengeluaran,Listrik Kos,160000,Tagihan listrik kos
2024-09-05,12:03,Pengeluaran,Makan Siang,19000,Makan rutin
2024-09-05,20:36,Pengeluaran,Makan Malam,20000,Makan rutin
2024-09-06,6:56,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-09-06,12:43,Pengeluaran,Makan Siang,28000,Makan rutin
2024-09-06,19:06,Pengeluaran,Makan Malam,25000,Makan rutin
2024-09-07,7:05,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-09-07,13:33,Pengeluaran,Makan Siang,19000,Makan rutin
2024-09-07,19:32,Pengeluaran,Makan Malam,17000,Makan rutin
2024-09-08,6:08,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-09-08,9:13,Pengeluaran,Transportasi Umum,25000,Transportasi alternatif
2024-09-08,11:28,Pengeluaran,Makan Siang,22000,Makan rutin
2024-09-08,14:32,Pengeluaran,Rekreasi,224000,Jalan-jalan weekend
2024-09-08,20:10,Pengeluaran,Makan Malam,19000,Makan rutin
2024-09-09,8:15,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-09-09,11:20,Pengeluaran,Bensin,67000,Pengisian bensin mingguan
2024-09-09,12:18,Pengeluaran,Makan Siang,24000,Makan rutin
2024-09-09,20:11,Pengeluaran,Makan Malam,27000,Makan rutin
2024-09-10,8:59,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-09-10,13:26,Pengeluaran,Makan Siang,26000,Makan rutin
2024-09-10,19:44,Pengeluaran,Makan Malam,17000,Makan rutin
2024-09-11,6:08,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-09-11,9:36,Pengeluaran,Transportasi Umum,18000,Transportasi alternatif
2024-09-11,11:08,Pengeluaran,Makan Siang,23000,Makan rutin
2024-09-11,20:29,Pengeluaran,Makan Malam,27000,Makan rutin
2024-09-12,7:35,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-09-12,13:57,Pengeluaran,Makan Siang,15000,Makan rutin
2024-09-12,20:20,Pengeluaran,Makan Malam,16000,Makan rutin
2024-09-13,6:29,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-09-13,11:58,Pengeluaran,Makan Siang,19000,Makan rutin
2024-09-13,20:26,Pengeluaran,Makan Malam,22000,Makan rutin
2024-09-14,8:04,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-09-14,11:25,Pengeluaran,Makan Siang,24000,Makan rutin
2024-09-14,18:55,Pengeluaran,Makan Malam,19000,Makan rutin
2024-09-15,7:10,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-09-15,13:43,Pengeluaran,Makan Siang,28000,Makan rutin
2024-09-15,18:07,Pengeluaran,Makan Malam,23000,Makan rutin
2024-09-16,7:44,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-09-16,11:56,Pengeluaran,Bensin,50000,Pengisian bensin mingguan
2024-09-16,13:36,Pengeluaran,Makan Siang,28000,Makan rutin
2024-09-16,20:32,Pengeluaran,Makan Malam,23000,Makan rutin
2024-09-17,6:20,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-09-17,13:40,Pengeluaran,Makan Siang,18000,Makan rutin
2024-09-17,20:12,Pengeluaran,Makan Malam,23000,Makan rutin
2024-09-18,8:10,Pengeluaran,Transportasi Umum,20000,Transportasi alternatif
2024-09-18,8:48,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-09-18,12:35,Pengeluaran,Makan Siang,18000,Makan rutin
2024-09-18,20:53,Pengeluaran,Makan Malam,24000,Makan rutin
2024-09-19,8:05,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-09-19,13:16,Pengeluaran,Makan Siang,19000,Makan rutin
2024-09-19,19:46,Pengeluaran,Makan Malam,20000,Makan rutin
2024-09-20,7:08,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-09-20,13:37,Pengeluaran,Makan Siang,23000,Makan rutin
2024-09-20,20:27,Pengeluaran,Makan Malam,23000,Makan rutin
2024-09-21,7:00,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-09-21,13:27,Pengeluaran,Makan Siang,23000,Makan rutin
2024-09-21,14:29,Pengeluaran,Rekreasi,129000,Jalan-jalan weekend
2024-09-21,19:21,Pengeluaran,Makan Malam,15000,Makan rutin
2024-09-22,8:45,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-09-22,11:39,Pengeluaran,Makan Siang,27000,Makan rutin
2024-09-22,13:51,Pengeluaran,Rekreasi,246000,Jalan-jalan weekend
2024-09-22,19:31,Pengeluaran,Makan Malam,20000,Makan rutin
2024-09-23,6:34,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-09-23,10:27,Pengeluaran,Bensin,52000,Pengisian bensin mingguan
2024-09-23,13:10,Pengeluaran,Makan Siang,25000,Makan rutin
2024-09-23,18:43,Pengeluaran,Makan Malam,19000,Makan rutin
2024-09-24,8:25,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-09-24,13:43,Pengeluaran,Makan Siang,23000,Makan rutin
2024-09-24,19:35,Pengeluaran,Makan Malam,20000,Makan rutin
2024-09-25,7:26,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-09-25,13:50,Pengeluaran,Makan Siang,24000,Makan rutin
2024-09-25,20:11,Pengeluaran,Makan Malam,27000,Makan rutin
2024-09-26,8:35,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-09-26,11:15,Pengeluaran,Makan Siang,18000,Makan rutin
2024-09-26,19:12,Pengeluaran,Makan Malam,26000,Makan rutin
2024-09-27,7:15,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-09-27,12:55,Pengeluaran,Makan Siang,29000,Makan rutin
2024-09-27,18:53,Pengeluaran,Makan Malam,26000,Makan rutin
2024-09-28,8:53,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-09-28,12:24,Pengeluaran,Makan Siang,28000,Makan rutin
2024-09-28,18:59,Pengeluaran,Makan Malam,17000,Makan rutin
2024-09-29,8:13,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-09-29,11:53,Pengeluaran,Makan Siang,20000,Makan rutin
2024-09-29,19:45,Pengeluaran,Makan Malam,20000,Makan rutin
2024-09-30,7:04,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-09-30,10:47,Pengeluaran,Bensin,53000,Pengisian bensin mingguan
2024-09-30,13:29,Pengeluaran,Makan Siang,21000,Makan rutin
2024-09-30,20:27,Pengeluaran,Makan Malam,23000,Makan rutin
2024-10-01,6:03,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-10-01,9:34,Pemasukan,Gaji,4000000,Gaji bulanan
2024-10-01,12:50,Pengeluaran,Makan Siang,37000,Makan rutin
2024-10-01,17:40,Pengeluaran,Belanja Bulanan,673000,Belanja kebutuhan bulanan
2024-10-01,20:03,Pengeluaran,Makan Malam,42000,Makan rutin
2024-10-02,8:08,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-10-02,12:55,Pengeluaran,Makan Siang,42000,Makan rutin
2024-10-02,20:49,Pengeluaran,Makan Malam,42000,Makan rutin
2024-10-03,7:16,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-10-03,13:50,Pengeluaran,Makan Siang,40000,Makan rutin
2024-10-03,18:29,Pengeluaran,Makan Malam,44000,Makan rutin
2024-10-04,8:11,Pengeluaran,Makan Pagi,43000,Makan rutin
2024-10-04,11:18,Pengeluaran,Makan Siang,38000,Makan rutin
2024-10-04,19:10,Pengeluaran,Makan Malam,41000,Makan rutin
2024-10-05,6:14,Pengeluaran,Makan Pagi,38000,Makan rutin
2024-10-05,11:54,Pengeluaran,Makan Siang,40000,Makan rutin
2024-10-05,12:04,Pengeluaran,Listrik Kos,333000,Tagihan listrik kos
2024-10-05,19:40,Pengeluaran,Makan Malam,38000,Makan rutin
2024-10-06,8:05,Pengeluaran,Makan Pagi,44000,Makan rutin
2024-10-06,11:56,Pengeluaran,Makan Siang,36000,Makan rutin
2024-10-06,18:13,Pengeluaran,Makan Malam,40000,Makan rutin
2024-10-07,6:23,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-10-07,10:33,Pengeluaran,Bensin,89000,Pengisian bensin mingguan
2024-10-07,11:40,Pengeluaran,Makan Siang,39000,Makan rutin
2024-10-07,18:03,Pengeluaran,Makan Malam,40000,Makan rutin
2024-10-08,7:28,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-10-08,12:39,Pengeluaran,Makan Siang,36000,Makan rutin
2024-10-08,18:38,Pengeluaran,Makan Malam,36000,Makan rutin
2024-10-09,7:03,Pengeluaran,Makan Pagi,38000,Makan rutin
2024-10-09,12:55,Pengeluaran,Makan Siang,43000,Makan rutin
2024-10-09,20:59,Pengeluaran,Makan Malam,39000,Makan rutin
2024-10-10,7:29,Pengeluaran,Makan Pagi,44000,Makan rutin
2024-10-10,11:53,Pengeluaran,Makan Siang,38000,Makan rutin
2024-10-10,20:43,Pengeluaran,Makan Malam,44000,Makan rutin
2024-10-11,7:04,Pengeluaran,Makan Pagi,41000,Makan rutin
2024-10-11,11:47,Pengeluaran,Makan Siang,38000,Makan rutin
2024-10-11,20:18,Pengeluaran,Makan Malam,44000,Makan rutin
2024-10-12,7:57,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-10-12,11:54,Pengeluaran,Makan Siang,44000,Makan rutin
2024-10-12,20:56,Pengeluaran,Makan Malam,38000,Makan rutin
2024-10-13,7:40,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-10-13,12:26,Pengeluaran,Makan Siang,44000,Makan rutin
2024-10-13,19:48,Pengeluaran,Makan Malam,41000,Makan rutin
2024-10-14,7:20,Pengeluaran,Makan Pagi,42000,Makan rutin
2024-10-14,11:22,Pengeluaran,Bensin,98000,Pengisian bensin mingguan
2024-10-14,11:36,Pengeluaran,Makan Siang,43000,Makan rutin
2024-10-14,19:11,Pengeluaran,Makan Malam,40000,Makan rutin
2024-10-15,8:59,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-10-15,13:08,Pengeluaran,Makan Siang,42000,Makan rutin
2024-10-15,18:40,Pengeluaran,Makan Malam,42000,Makan rutin
2024-10-16,7:10,Pengeluaran,Makan Pagi,40000,Makan rutin
2024-10-16,11:56,Pengeluaran,Makan Siang,44000,Makan rutin
2024-10-16,20:49,Pengeluaran,Makan Malam,41000,Makan rutin
2024-10-17,6:28,Pengeluaran,Makan Pagi,39000,Makan rutin
2024-10-17,12:05,Pengeluaran,Makan Siang,38000,Makan rutin
2024-10-17,19:09,Pengeluaran,Makan Malam,42000,Makan rutin
2024-10-18,6:45,Pengeluaran,Makan Pagi,36000,Makan rutin
2024-10-18,11:10,Pengeluaran,Makan Siang,35000,Makan rutin
2024-10-18,19:59,Pengeluaran,Makan Malam,43000,Makan rutin
2024-10-19,8:33,Pengeluaran,Makan Pagi,44000,Makan rutin
2024-10-19,12:49,Pengeluaran,Makan Siang,39000,Makan rutin
2024-10-19,20:09,Pengeluaran,Makan Malam,38000,Makan rutin
2024-10-20,6:41,Pengeluaran,Makan Pagi,37000,Makan rutin
2024-10-20,11:58,Pengeluaran,Makan Siang,37000,Makan rutin
2024-10-20,13:43,Pengeluaran,Rekreasi,457000,Jalan-jalan weekend
2024-10-20,19:34,Pengeluaran,Makan Malam,43000,Makan rutin
2024-10-21,7:32,Pengeluaran,Makan Pagi,37000,Makan rutin
2024-10-21,9:57,Pengeluaran,Bensin,96000,Pengisian bensin mingguan
2024-10-21,13:30,Pengeluaran,Makan Siang,35000,Makan rutin
2024-10-21,18:24,Pengeluaran,Makan Malam,37000,Makan rutin
2024-10-22,7:18,Pengeluaran,Makan Pagi,35000,Makan rutin
2024-10-22,11:18,Pengeluaran,Makan Siang,36000,Makan rutin
2024-10-22,19:06,Pengeluaran,Makan Malam,35000,Makan rutin
